NCT02160171,University College Cork,Cork University Maternity Hospital,,Wilton,Cork,,Ireland,,,,,,
NCT02160171,University College Cork,Rotunda Maternity Hospital,,Dublin,,,Ireland,,,,,,
NCT02160171,University College Cork,"University Medical Centre Utrecht, Wilhelmina Children's Hospital",,Utrecht,,"KE 04.123.1, Po Box 85090",Netherlands,,,,,,
NCT02160171,University College Cork,Karolinska Institutet and University Hospital,,Huddinge,Stockholm,K78 141 86,Sweden,,,,,,
NCT02160171,University College Cork,The London and Homerton Hospital,,London,,E9 6SR.,United Kingdom,,,,,,
NCT02160171,University College Cork,University College London Hospitals NHS Foundation Trust,,London,,NW1 2BU,United Kingdom,,,,,,
NCT02160379,University of Lausanne,CHUV-clinical research center,,Lausanne,VD,CH-1001,Switzerland,,,,,,
NCT02162329,M.D. Anderson Cancer Center,University of Texas MD Anderson Cancer Center,Recruiting,Houston,Texas,77030,United States,,,,,,
NCT02162329,M.D. Anderson Cancer Center,Hospital Israelita Albert Einstein (HIAE),Recruiting,Sao Paulo,,05652-900,Brazil,,,,,,
NCT02162849,M.D. Anderson Cancer Center,University of Texas MD Anderson Cancer Center,Recruiting,Houston,Texas,77030,United States,,,,,,
NCT02165774,University of Zurich,Swiss Paraplegic Centre Nottwil,Recruiting,Nottwil,Luzern,6207,Switzerland,"JÃ_rgen Pannek, Prof. Dr. med.",,,,,
NCT02165774,University of Zurich,University Hospital Inselspital Berne,Recruiting,Berne,,3000,Switzerland,"Fiona Burkhard, Prof. Dr. med.",,,,,
NCT02165774,University of Zurich,Cantonal Hospital of St. Gallen,Recruiting,St. Gallen,,9007,Switzerland,"Daniel Engeler, Dr. med.",,,,,
NCT02165774,University of Zurich,"University of Zurich, Balgrist University Hospital, Spinal Cord Injury Center",Recruiting,Zurich,,8008,Switzerland,"Thomas M. Kessler, PD Dr. med.",+41 44 386 3907,thomas.kessler@balgrist.ch,sknuepfer@paralab.balgrist.ch,,
NCT02167412,Nationwide Children's Hospital,Nationwide Children's Hopsital,Recruiting,Columbus,Ohio,43205,United States,"Geoffrey L Heyer, MD",614-722-4648,Headache.Clinic@nationwidechildrens.org,,"Geoffrey L Heyer, MDJohn R Mytinger, MD",Principal InvestigatorSub-Investigator
NCT02168166,Queen's University,Queen's University,Recruiting,Kingston,Ontario,K7L3N6,Canada,"Emma Ayukawa, BScH",613-533-6000,e.ayukawa@queensu.ca,,"Christopher Bowie, PhD, CPsychMike Best, MSc, CPsych",Principal InvestigatorSub-Investigator
NCT02168413,"University Hospital, Grenoble",UMS CNRS 3552 IRMaGe,Recruiting,Grenoble,RA,38000,France,"Sylvain Harquel, MS",33607815939,sylvain.harquel@upmf-grenoble.Fr,,"Thierry Bougerol, Dr",Principal Investigator
NCT02169375,University of Michigan,University of Michigan,,Ann Arbor,Michigan,48109,United States,,,,,,
NCT02171195,Bial - Portela C S.A.,Guy's Drug Research Unit,,London,,SE1 1YR,United Kingdom,,,,,,
NCT02174094,H. Lundbeck A/S,US010,,Los Angeles,California,,United States,,,,,,
NCT02174094,H. Lundbeck A/S,US001,,Orlando,Florida,,United States,,,,,,
NCT02174094,H. Lundbeck A/S,US003,,Rochester,Minnesota,,United States,,,,,,
NCT02174094,H. Lundbeck A/S,US005,,Kansas City,Missouri,,United States,,,,,,
NCT02174094,H. Lundbeck A/S,US006,,"Dallas,",Texas,,United States,,,,,,
NCT02174094,H. Lundbeck A/S,US0011,,Dallas,Texas,,United States,,,,,,
NCT02174094,H. Lundbeck A/S,US002,,Houston,Texas,,United States,,,,,,
NCT02174094,H. Lundbeck A/S,US004,,Seattle,Washington,,United States,,,,,,
NCT02174094,H. Lundbeck A/S,MX003,,Guadalajara,,,Mexico,,,,,,
NCT02177877,Stanford University,Stanford Hospital and Clinics,Recruiting,Stanford,California,94305,United States,"Mariel Velez, MD/PhD",650-723-6469,mvelez@stanford.edu,schele@stanford.edu,"Scheherazade Le, MDMariel Velez, MD/PhD",Principal InvestigatorSub-Investigator
NCT02178917,NHS Greater Glasgow and Clyde,"Queen Elizabeth National Spinal Injuries Unit, Southern General Hospital",Recruiting,Glasgow,,G51 4TF,United Kingdom,,,,,"Mohammed Jarjees, BEng, MTech",Principal Investigator
NCT02184221,Capital Medical University,Beijing Anding Hospital,,Beijing,Beijing,100088,China,,,,,,
NCT02187835,Uskudar University,"Uskudar University, NPIstanbul hospital",,Istanbul,Umraniye,34768,Turkey,,,,,,
NCT02188420,University of Minnesota - Clinical and Translational Science Institute,University of Minnesota Clinical and Translational Science Institute,,Minneapolis,Minnesota,55414,United States,,,,,,
NCT02191553,Grupo de InvestigaciÃ_n en salud mental en AtenciÃ_n Primaria,Arrabal Health Center,,Zaragoza,,50009,Spain,,,,,,
NCT02193932,Baptist Health South Florida,Baptist Hospital,Recruiting,Miami,Florida,33173,United States,Jacqueline Mejias,786-467-2539,jacquiem@baptisthealth.net,,,
NCT02195661,University of Cape Town,Red Cross War Memorial Children's Hospital,,Cape Town,Western Cape,7700,South Africa,,,,,,
NCT02200523,Cleveland Medical Devices Inc,MetroHealth Research Institute,,Cleveland,Ohio,44109,United States,,,,,,
NCT02200887,Salvatore Galati,Ospedale Regionale di Lugano,Recruiting,Lugano,Ticino,6903,Switzerland,"Salvatore Galati, MD",41918116789,Salvatore.Galati@eoc.ch,,"Salvatore Galati, MD",Principal Investigator
NCT02212366,Centre for Addiction and Mental Health,Center for Addiction and Mental Health,Recruiting,Toronto,Ontario,M6J1H4,Canada,,,,,"Tarek K Rajji, MDSanjeev Kumar, MDDaniel M Blumberger, MDZafiris J. Daskalakis, MDBenoit H Mulsant, MD",Principal InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-Investigator
NCT02212691,University of Minnesota - Clinical and Translational Science Institute,Biomedical Engineering Department,Recruiting,Minneapolis,Minnesota,55413,United States,,,,,"Bin He, PhD",Principal Investigator
NCT02214251,China Medical University Hospital,China Medical University Hospital/Neuro Depart,Recruiting,Taichung,,40447,Taiwan,"Bey-Ling Liu, Master",8864-22052121,beybeydream@hotmail.com.tw,,"Chon-Haw Tsai, MD, PHD",Principal Investigator
NCT02216266,PD Dr. Bertram Scheller,"Department of Anesthesiology, Intensive-Care Medicine and Pain Therapy",,Frankfurt,Hessia,60590,Germany,,,,,,
NCT02217371,"University Hospital, Bordeaux",CHU de Bordeaux,Not yet recruiting,Bordeaux,,33000,France,"Cyril CHAUFTON, Md",+33 5 57 82 01 82,cyril.chaufton@chu-bordeaux.fr,,"Cyril CHAUFTON, MdStÃ©phanie BIOULAC, MdPierre PHILIP, MD, PhDManuel BOUVARD, Md",Principal InvestigatorSub-InvestigatorSub-InvestigatorSub-Investigator
NCT02217696,University of Zurich,"University Clinics for Child and Adolescent Psychiatry, University of Zurich",Recruiting,Zurich,,8032,Switzerland,,,,,"Silvia Brem, PhD",Principal Investigator
NCT02223910,"University Hospital, Geneva","Division of Neurorehabilitation, University Hospital of Geneva",Recruiting,Geneva,GE,1211,Switzerland,"Adrian G Guggisberg, MD",41223723521,adrian.guggisberg@hcuge.ch,,"Adrian G Guggisberg, MD",Principal Investigator
NCT02224391,M.D. Anderson Cancer Center,University of Texas MD Anderson Cancer Center,Recruiting,Houston,Texas,77030,United States,,,,,,
NCT02228031,University of Maryland,"Child Development Lab, University of Maryland",Not yet recruiting,College Park,Maryland,20742,United States,"Nathan Fox, PhD",301-405-8315,fox@umd.edu,,"Nathan Fox, PhD",Principal Investigator
NCT02228187,Duke-NUS Graduate Medical School,Duke-NUS Graduate Medical School,Recruiting,Singapore,,169857,Singapore,"Tih Shih Lee, MD/PhD",,,,,
NCT02229123,"University Hospital, Tours",Service de rÃ©animation nÃ©onatale,Not yet recruiting,Lille,,59037,France,"Laurent Storme, Pr",,laurent.storme@chru-lille.fr,elie.saliba@univ-tours.fr,"Laurent Storme, Pr",Principal Investigator
NCT02229123,"University Hospital, Tours",Service de rÃ©animation nÃ©onatale,Not yet recruiting,Nantes,,44093,France,"Jean-christophe Roze, Pr",,jeanchristophe.roze@chu-nantes.fr,elie.saliba@univ-tours.fr,"Jean-christophe Roze, Pr",Principal Investigator
NCT02229123,"University Hospital, Tours",Service de nÃ©onatologie et rÃ©animation nÃ©onatale,Not yet recruiting,Poitiers,,86000,France,Khaled Husseini,,khaled.husseini@chu-poitiers.fr,elie.saliba@univ-tours.fr,"Khaled Husseini, Dr",Principal Investigator
NCT02229123,"University Hospital, Tours",NÃ©onatologie,Not yet recruiting,Rennes,,35000,France,"Patrick Pladys, Pr",,patrick.pladys@chu-rennes.fr,elie.saliba@univ-tours.fr,"Patrick Pladys, Pr",Principal Investigator
NCT02229123,"University Hospital, Tours",Service de PÃ©diatrie nÃ©onatale et rÃ©animation,Not yet recruiting,Rouen,,76031,France,"Alexandra Chadie, Dr",,alexandra.chadie@chu-rouen.fr,elie.saliba@univ-tours.fr,"Alexandra Chadie, Dr",Principal Investigator
NCT02229123,"University Hospital, Tours","Service de RÃ©animation pÃ©diatrique, NÃ©onatologie",Not yet recruiting,Tours,,37 000,France,"Elie Saliba, Pr",,elie.saliba@univ-tours.fr,alexandra.kipper@univ-tours.fr,"Elie Saliba, Pr",Principal Investigator
NCT02236832,"Institut National de la SantÃ© Et de la Recherche MÃ©dicale, France",ICM (Institut du cerveau et de la Moelle Ã©piniÃ¨re),Recruiting,Paris,,75013,France,"bÃ©atrice garcin, MD",157274160,beagarcin@msn.com,,"Richard Levy, MD, PhDBÃ©atrice Garcin, MD",Principal InvestigatorSub-Investigator
NCT02237885,"University of North Carolina, Chapel Hill",UNC Psychiatry,Recruiting,Chapel Hill,North Carolina,27599,United States,Mina Schneider,919-972-7459,,,"Eric Elbogen, PhD",Principal Investigator
NCT02238379,Yale University,Yale Child Study Center,,New Haven,Connecticut,6520,United States,,,,,,
NCT02240056,Wolfgang Dichtl,Medical University Innsbruck,Recruiting,Innsbruck,Tirol,6020,Austria,"Wolfgang Dichtl, MD PhD",4.35125E+12,dichtl@me.com,fabian.barbieri@i-med.ac.at,,
NCT02240368,University of Foggia,Ospedali Riuniti,,Foggia,FG,70100,Italy,,,,,,
NCT02241655,Washington University School of Medicine,Washington University School of Medicine,Recruiting,St. Louis,Missouri,63110,United States,"Sherry McKinnon, AA",314-286-1768,mckinnos@anest.wustl.edu,,"Michael S. Avidan, MBBCh, FCASA",Principal Investigator
NCT02241798,New York University School of Medicine,NYU Langone Medical Center,,New York,New York,10016,United States,,,,,,
NCT02242578,Seton Healthcare Family,"Seton Brain and Spine Institute ""Brain Stimulation Laboratory""",Recruiting,Austin,Texas,78701,United States,Research Department,512-324-9999,kgjini@seton.org,,"Robert J Buchanan, M.D.",Principal Investigator
NCT02244541,Anavex Life Sciences Corp.,Melbourne Health - The Royal Melbourne Hospital,,Melbourne,Victoria,3050,Australia,,,,,,
NCT02244541,Anavex Life Sciences Corp.,Austin Health - Heidelberg Repatriation Hospital,,Melbourne,Victoria,3084,Australia,,,,,,
NCT02244541,Anavex Life Sciences Corp.,Caulfield Hospital,,Melbourne,Victoria,3162,Australia,,,,,,
NCT02244541,Anavex Life Sciences Corp.,Nucleus Network- Centre for Clinical Studies,,Melbourne,Victoria,,Australia,,,,,,
NCT02244541,Anavex Life Sciences Corp.,St. Vincent's Hospital,,Melbourne,Victoria,,Australia,,,,,,
NCT02245061,Hospices Civils de Lyon,HÃ´pital neurologique de Lyon,Recruiting,Lyon,,69003,France,"Sylvain RHEIMS, MD",4 17 30 60 64,sylvain.rheims@chu-lyon.fr,,,
NCT02248818,AstraZeneca,"Clinilabs, Inc.",,New York,New York,10019,United States,,,,,,
NCT02251743,Ohio State University,University of North Carolina at Asheville,Recruiting,Asheville,North Carolina,28804,United States,"Roger deBeus, Ph.D.",828-333-5359,rdebeus@unca.edu,,"Roger deBeus, Ph.D.",Principal Investigator
NCT02251743,Ohio State University,The Ohio State University Nisonger Center,Recruiting,Columbus,Ohio,43215,United States,"L. Eugene Arnold, M.D., M.Ed.",614-685-6708,L.Arnold@osumc.edu,Jill.Hollway@osumc.edu,"L Eugene Arnold, M.D., M.Ed.Jill Hollway, Ph.D.",Principal InvestigatorSub-Investigator
NCT02253758,Tel-Aviv Sourasky Medical Center,"Whol Institute for Advanced Imaging, Tel Aviv Sourasky Medical Center",Not yet recruiting,Tel Aviv,,,Israel,"Talma Hendler, M.D. PhD",97236973094,hendlert@gmail.com,,"Talma Hendler, M.D. PhD",Sub-Investigator
NCT02253758,Tel-Aviv Sourasky Medical Center,"Division of Anesthesia, Pain and Critical Care, Tel-Aviv Sourasky Medical Center",Not yet recruiting,Tel-Aviv,,,Israel,"Idit Matot, Prof. M.D.",97236974758,iditm@tlvmc.gov.il,mirid@tlvmc.gov.il,"Idit Matot, Prof. M.D.Tomer Nir, Resident",Principal InvestigatorSub-Investigator
NCT02254759,Hoffmann-La Roche,,,Leeds,,LS2 9LH,United Kingdom,,,,,,
NCT02263092,Universidade Federal de Pernambuco,"Applied Neuroscience Laboratory, Universidade Federal de Pernambuco",,Recife,PE,50670-900,Brazil,,,,,,
NCT02264652,New York University School of Medicine,Boston Children's Hospital - Neurology,Recruiting,Boston,Massachusetts,2115,United States,"Alexander Rotenberg, MD",863-513-7294,alexander.rotenberg@childrens.harvard.edu,Nicolas.Chiriboga@childrens.harvard.edu,"Alexander Rotenberg, MD",Principal Investigator
NCT02264652,New York University School of Medicine,Neurology,Recruiting,New York City,New York,10016,United States,"Anli Liu, MD",646-558-0864,anli.liu@nyumc.org,sarah.barnard@nyumc.org,,
NCT02265263,"Charite University, Berlin, Germany","Department of Anesthesiology and Intensive Care Medicine, CCM and CVK, CharitÃ© - UniversitÃ_tsmedizin Berlin",Recruiting,Berlin,,13353,Germany,"Claudia Spies, MD, Prof.",+49 30 450 551001,claudia.spies@charite.de,,"Claudia Spies, MD, Prof.Anika MÃ_ller, MDFatima YÃ_rek, MDGeorg Winterer, MD, PhDFriedrich Borchers, MDBjÃ¶rn Weiss, MDAlida GÃ_nsberg, MDAnnika Wiegandt, MD",Principal InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-Investigator
NCT02265263,"Charite University, Berlin, Germany","Department of Intensive Care Medicine, University Medical Center Utrecht",Recruiting,Utrecht,,3584 CX,Netherlands,"A.J.C. (Arjen) Slooter, MD, PhD",+31 (0) 88 75 61116,A.Slooter-3@umtrecht.nl,,"A.J.C. (Arjen) Slooter, MD, PhDD.S. (Judy) Veldhuijzen, PhDJeroen Hendrikse, MD, PhDI.M.J. Kant, MScS.J.T. van Montfort, MSc",Principal InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-Investigator
NCT02268084,Newport Brain Research Laboratory,Del Mar Center for Neurorestoration,Recruiting,San Diego,California,92014,United States,"Toni Jin, MD",858-360-7260,info@braintreatmentcenter.com,,"Alex Tahgva, MD",Principal Investigator
NCT02268578,New York University School of Medicine,Neurology,Recruiting,New York City,New York,11106,United States,Anjanette Burns,646-558-0888,anjanette.burns@nyumc.org,,,
NCT02269397,"Cognizance Biomarkers, LLC",University of Pennsylvania,,Philadelphia,Pennsylvania,19104,United States,,,,,,
NCT02272309,University of Zurich,University of Zurich,Recruiting,Zurich,,8055,Switzerland,Thomas Kessler,+41 44 386 3845,thomas.kessler@balgrist.ch,,,
NCT02279680,"University Hospital, Caen",UMR1077 Inserm/EPHE/UCBN,Recruiting,Caen,,14000,France,BÃ©rengÃ¨re GUILLERY-GIRARD,231064347,berengere.guillery@unicaen.fr,,Pierre DESAUNAY,Sub-Investigator
NCT02287181,The University of Hong Kong,Queen Mary Hospital,Recruiting,Pok Fu Lam,,,Hong Kong,"Mike Irwin, MBBCh",(852) 2255 3303,mgirwin@hkucc.hk,gordon@hku.hk,,
NCT02288533,University Hospital of Ferrara,Ferrara University Hospital,Recruiting,Ferrara,,,Italy,"Sofia Straudi, MD",+39 0532 238721,s.straudi@ospfe.it,,"Claudia Pavarelli, PTSonia Mele, PhDLaila Craighero, PhDPaola SecchieroSusanna Lavezzi, MDFrancesco BernardiPaolo Pinton, MDValentina Bonsangue, MDNicola Lamberti, PhDFabio Manfredini, MD",Sub-InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-Investigator
NCT02289521,University of Fribourg,University of Fribourg,,Fribourg,,1700,Switzerland,,,,,,
NCT02292368,M.D. Anderson Cancer Center,University of Texas MD Anderson Cancer Center,,Houston,Texas,77030,United States,,,,,,
NCT02292368,M.D. Anderson Cancer Center,Fudan University Cancer Hospital,,Shanghai,,200433,China,,,,,,
NCT02299115,The Hospital for Sick Children,Hospital for Sick Children,Not yet recruiting,Toronto,Ontario,M5G1X8,Canada,"Cristina Go, MD",416-813-7353,cristina.go@sickkids.ca,kladji.puka@sickkids.ca,"Carter Snead, MDKevin C Jones, MDBlathnaid McCoy, MDAyako Ochi, MDJennifer Boyd, RN,MSCN",Principal InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-Investigator
NCT02300272,University of Florida,University of Florida,Recruiting,Gainesville,Florida,32610,United States,"Michael E Robinson, PhD",352-273-6617,merobin@ufl.edu,,,
NCT02304029,Assistance Publique Hopitaux De Marseille,Assistance Publique - Hopitaux de Marseille,Recruiting,Marseille,,13005,France,"Maxime GUYE, MD",,maxime.guye@ap-hm.fr,,,
NCT02304029,Assistance Publique Hopitaux De Marseille,CHU Montpellier,Recruiting,Montpellier,,,France,"Arielle CRESPEL, MD",,maxime.guye@ap-hm.fr,,,
NCT02304029,Assistance Publique Hopitaux De Marseille,CHU NICE,Not yet recruiting,Nice,,,France,"Pierre THOMAS, MD",492037901,,,,
NCT02304029,Assistance Publique Hopitaux De Marseille,CHU Nimes,Recruiting,Nimes,,,France,"Caroline BRIERE, MD",,caroline.briere@chu.nimes.fr,,,
NCT02305225,Christian Baumann,"University Hospital Zurich, Division of Neurology",Recruiting,Zurich,ZH,8091,Switzerland,"Christian Baumann, MD",,christian.baumann@usz.ch,,,
NCT02305771,Rennes University Hospital,Rennes University Hospital,,Rennes,,35033,France,,,,,,
NCT02306460,Tampere University Hospital,Tampere University Heart Hospital,Recruiting,Tampere,,33521,Finland,"Kati JÃ_rvelÃ_, MD, PhD",3.58331E+11,kati.jarvela@sydansairaala.fi,,"Jonne Liimatainen, MD",Principal Investigator
NCT02308306,University of Aarhus,KU Leuven and the Leuven Centre for Algology &amp; Pain Management,Recruiting,Leuven,Pellenberg,3212,Belgium,"Bart Morlion, Md, PhD",,bart.morlion@uzleuven.be,christel.huygens@uzleuven.be,"Bart Morlion, MD, PhD",Principal Investigator
NCT02308306,University of Aarhus,"Department of Rheumatology, Aarhus University Hospital",Recruiting,Aarhus C,,8000,Denmark,"Kasper Grosen, MHSc, PhD",,kasper.grosen@rm.dk,pfeiffer@aarhus.rm.dk,"Kasper Grosen, MHSc, PhDMogens Pfeiffer-Jensen, MD, PhD",Principal InvestigatorSub-Investigator
NCT02308306,University of Aarhus,Friklinikken,"Active, not recruiting",Give,,7323,Denmark,,,,,,
NCT02308306,University of Aarhus,Hospitalet Valdemar,Recruiting,Ringsted,,4100,Denmark,"Michael Kamp-Jensen, MD, PhD",,mkj@hospitaletvaldemar.dk,,"Michael Kamp-Jensen, MD, PhDTorsten Jonsson, MD",Principal InvestigatorPrincipal Investigator
NCT02308306,University of Aarhus,"Ljubljana University Medical Centre, Department of Anaesthetics and Surgical Intensive Care",Recruiting,Ljubljana,,1000,Slovenia,"Goradz Pozlep, MD",,pozlep@netscape.net,,"Goradz Pozlep, MD",Principal Investigator
NCT02311374,National Institute on Alcohol Abuse and Alcoholism (NIAAA),"National Institutes of Health Clinical Center, 9000 Rockville Pike",Recruiting,Bethesda,Maryland,20892,United States,For more information at the NIH Clinical Center contact Patient Recruitment and Public Liaison Office (PRPL),800-411-1222,prpl@mail.cc.nih.gov,,,
NCT02318017,Sheba Medical Center,Sheba medical center,,Tel Hashomer,,,Israel,,,,,,
NCT02320266,"University of Colorado, Denver",University of Colorado,Recruiting,Aurora,Colorado,80045,United States,"Pamela David Gerecht, Ph.D.",303-724-4134,pamela.davidgerecht@ucdenver.edu,,,
NCT02322606,Takeda,,,Kagoshima-shi,Kagoshima,,Japan,,,,,,
NCT02323061,Chinese University of Hong Kong,"Division of Biomedical Engineering, Dept Electronic Engineering",Recruiting,Hong Kong,,,Hong Kong,"Raymond Tong, PhD",+852 3943 8454,,,,
NCT02323074,Chinese University of Hong Kong,"Division of Biomedical Engineering, Dept Electronic Engineering",Recruiting,Hong Kong,,,Hong Kong,"Raymond Tong, PhD",+852 3943 8454,,,,
NCT02325505,InCor Heart Institute,InCor Heart Institute,Not yet recruiting,Sao Paulo,,5403900,Brazil,"Luciana Cassimiro, Coordinator",5.51127E+11,luciana.cassimiro@incor.usp.br,katia@incor.usp.br,"Carlos Roberto Ribeiro Carvalho, MD, PhDBruno G Baldi, MDElieser Watanabe, MDMaria Luiza Manreza, MDJosÃ© Roberto Colombo, MDZilda Najjar, MD, PhDLuiz Fernando Onuchic, MD, PhD",Principal InvestigatorPrincipal InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-Investigator
NCT02325947,Russian Academy of Medical Sciences,Research Center of Neurology of RAMS,Not yet recruiting,Moscow,,125367,Russian Federation,"Olesya Mokienko, MD PhD",79268708647,Lesya.md@yandex.ru,,"Olesya Mokienko, MD PhDRoman Lyikmanov, MDAlexander Chervyakov, Md PhDLuidmila Chernicova, MD PhD",Sub-InvestigatorPrincipal InvestigatorSub-InvestigatorSub-Investigator
NCT02326038,Maastricht University Medical Center,Orbis Medical Centre,Recruiting,Sittard-Geleen,Limburg,6162BG,Netherlands,"Walther Sipers, M.D.",0031 884597783,w.sipers@orbisconcern.nl,,,
NCT02326571,Christian KÃ_rsmose Friberg,"Rigshospitalet, NICU",,Copenhagen,,2100,Denmark,,,,,,
NCT02329028,Helsinki University Central Hospital,Helsinki University Central Hospital,Recruiting,Helsinki,,29,Finland,Johannes BjÃ¶rkman,,johannes.bjorkman@helsinki.fi,,"Johannes BjÃ¶rkman, MDTom Silfvast, MD, PhD",Principal InvestigatorSub-Investigator
NCT02330679,University of Calgary,"University of Calgary, TRW Building, Foothills Hospital Campus",Recruiting,Calgary,Alberta,T2N4Z6,Canada,"Rajamannar Ramasubbu, MD, FRCP(C)",403-210-6890,rramasub@ucalgary.ca,dlclark@ucalgary.ca,"Rajamannar Ramasubbu, MD, FRCP(C)",Principal Investigator
NCT02330679,University of Calgary,University of Calgary: Foothills Hospital,Recruiting,Calgary,Alberta,T2N4Z6,Canada,,,,,"Rajamannar Ramasubbu, MD, FRCP(C)",Principal Investigator
NCT02331615,Loewenstein Hospital,Loewenstein Rehabilitation Center,Recruiting,Ra'anana,,,Israel,Sara Lipkin,-7708676,Mirp3@clalit.org.il,,,
NCT02332447,Hospices Civils de Lyon,Service de Neurologie Fonctionnelle et d'Epileptologie et Institut des Epilepsies HÃ´pital Neurologique,Recruiting,Lyon,,,France,,,,,,
NCT02336321,University Hospital Tuebingen,"Instituto Guttmann, Hospital de NeurorehabilitaciÃ_",,Badalona,Catalonia,8916,Spain,,,,,,
NCT02337439,VA Connecticut Healthcare System,Yale University School of Medicine,Recruiting,New Haven,Connecticut,6511,United States,"Toral S Surti, MD, PhD",203-974-7538,toral.surti@yale.edu,,"Toral S Surti, MD, PhD",Principal Investigator
NCT02339285,"University of North Carolina, Chapel Hill",UNC Chapel Hill Medical School Wing C,Recruiting,Chapel Hill,North Carolina,27599,United States,"Courtney E Lugo, MPH",919-962-5271,Courtney_Lugo@med.unc.edu,,,
NCT02339376,Beth Israel Deaconess Medical Center,Beth Israel Deaconess Medical Center,Recruiting,Boston,Massachusetts,2215,United States,"Bernard S Chang, MD, MMSc",617-667-2889,bchang@bidmc.harvard.edu,,,
NCT02339649,German Center for Neurodegenerative Diseases (DZNE),"Department of Anesthesiology, University Hospital Bonn",Recruiting,Bonn,North Rhine-Westphalia (NRW),53105,Germany,,,,,,
NCT02339649,German Center for Neurodegenerative Diseases (DZNE),DZNE Center for Clinical Research,Not yet recruiting,Bonn,Northrhine-Westphalia,53117,Germany,,,,,,
NCT02339844,University of Copenhagen,"Center for Neuropsychiatric Schizophrenia Research, University of Copenhagen, Psychiatric Centre Glostrup",Recruiting,Copenhagen,Glostrup,2600,Denmark,"Mette Nielsen, PhD",,mette@cnsr.dk,,"Anne Mette Sigvard, MD, PhD studKasper Jessen, MD, PhD studKirsten B Bojesen, MD, PhD studMarie Jensen, PhD studBirgitte Fagerlund, PhDMette Ã˜ Nielsen, MD, PhDBirte GlenthÃ¸j, ProfessorBrian W Broberg, Cand. farm, PhD",Sub-InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorSub-InvestigatorPrincipal InvestigatorSub-Investigator
NCT02342366,University of Zurich,"Hospital for Psychiatry, University of Zurich",,Zurich,,8032,Switzerland,,,,,,
NCT02342938,Hospices Civils de Lyon,Hospices Civils de Lyon,Recruiting,Lyon,,69000,France,"Sylvain Rheims, Dr",4 72 35 70 44,sylvain.rheims@chu-lyon.fr,carolina.ciumas@inserm.fr,,
NCT02342990,IRCCS Fondazione Stella Maris,IRCCS Stella Maris Foundation,,Calambrone,Pisa,56128,Italy,,,,,,
NCT02349087,Kuopio University Hospital,Kuopio University Hospital,Recruiting,Kuopio,Northern Savo,70210,Finland,,,,,,
NCT02349672,University of Florida,University of Florida,Not yet recruiting,Gainesville,Florida,32610,United States,"Michael Weiss, MD",352-273-8985,weissmd@peds.ufl.edu,,,
NCT02351115,"Alexza Pharmaceuticals, Inc.","Consultants in Epilepsy &amp; Neurology, PLLC",Recruiting,Boise,Idaho,,United States,"Robert T Wechsler, MD, PhD",,,,,
NCT02351115,"Alexza Pharmaceuticals, Inc.",New York University Epilepsy Center,Recruiting,New York,New York,,United States,"Blanca Vazquez, MD",,,,,
NCT02351115,"Alexza Pharmaceuticals, Inc.",University of Pennsylvania - Penn Epilepsy Center,Recruiting,Philadelphia,Pennsylvania,,United States,"John Pollard, MD",,,,,
NCT02351947,Louis Stokes VA Medical Center,Louis Stokes Cleveland Department of Veterans Affairs Medical Center,,Cleveland,Ohio,44106,United States,,,,,,
NCT02352142,Columbia University,Children's Hospital of New Jersey,Recruiting,Newark,New Jersey,7112,United States,"Andrea Neeranjan, BA",,aneeranjan@barnabashealth.org,,,
NCT02352142,Columbia University,Columbia University Data Coordinating Center,Not yet recruiting,New York,New York,10032,United States,"Howard Andrews, PhD",,andrews@nyspi.columbia.edu,,,
NCT02354469,Children's Hospital Boston,Boston Children's Hospital,Recruiting,Boston,Massachusetts,2115,United States,David Howell,781-216-2865,David.Howell2@childrens.harvard.edu,,,
NCT02358941,University of Zurich,"University Clinic of Child and Adolescent Psychiatry, University of ZÃ_rich",Recruiting,Zurich,,CH- 8032,Switzerland,,,,,"Agnieszka Zuberer, lic.phil.Franziska Minder, M.Sc.Daniel Brandeis, Professor",Sub-InvestigatorSub-InvestigatorSub-Investigator
NCT02360228,"University of North Carolina, Chapel Hill",UNC Chapel Hill,Recruiting,Chapel Hill,North Carolina,27599,United States,"Juliann Mellin, B.A.",919-966-9929,juliann_mellin@med.unc.edu,,,
NCT02362542,Chungbuk National University,Chungbuk National University,,Cheongju,Chungcheongbuk-Do,361-711,"Korea, Republic of",,,,,,
NCT02362633,Chungbuk National University,Chungbuk National University,,Cheongju,Chungcheongbuk-Do,361-711,"Korea, Republic of",,,,,,
NCT02366754,Theresa Pape,Northwestern University,Recruiting,Chicago,Illinois,60141,United States,"Ann Guernon, MS, CCC-SLP, CCRC",708-202-8387,ComaResearch@va.gov,,,
