nct_id,sponsor_type,overall_status,study_type,start_date,completion_date,phase,brief_title,conditions,interventions,primary_completion_date,,completion_date_type,org_study_id,secondary_id,actual_duration,reported_enrollment,derived_enrollment,enrollment_type,number_of_arms,number_of_facilities,number_of_nsae_subjects,number_of_sae_subjects,registered_in_fiscal_year,results_reported,months_to_report_results,why_stopped,is_section_801,is_fda_regulated,has_expanded_access,has_dmc
NCT02339649,Other,Recruiting,Interventional,9/1/13,10/1/18,N/A,Long-term Cognitive and Cerebral Changes in Sepsis Survivors and Their Predictors,"Sepsis, Shock, Shock, Septic, Toxemia",,10/1/17,,Anticipated,BN005,,4.08,308,,Anticipated,3,2,0,0,2011,,,,,0,0,1
NCT02339844,Other,Recruiting,Interventional,1/1/14,12/1/19,Phase 4,Pan European Collaboration on Antipsychotic NaÌøve Schizophrenia II,Schizophrenia,"Antipsychotic Agents, Aripiprazole",12/1/17,,Anticipated,H-3-2013-149,,3.92,120,,Anticipated,2,1,0,0,2015,,,,0,1,0,1
NCT02342366,Other,Completed,Interventional,2/1/12,12/1/14,N/A,Characterization of the Prosocial and Prosexual Effects of GHB,"Autistic Disorder, Bipolar Disorder, Depression, Depressive Disorder, Depressive Disorder, Major, Disease",Sodium Oxybate,11/1/14,,Actual,PUK-GHB01,,2.75,19,,Actual,2,1,0,0,2015,,,,1,1,0,0
NCT02342938,Other,Recruiting,Interventional,9/1/13,12/1/16,N/A,Simultaneous MEG or fMRI And INtracranial EEG,,,9/1/16,,Anticipated,2011.698,,3,50,,Anticipated,2,1,0,0,2015,,,,,0,0,0
NCT02342990,Other,Completed,Interventional,3/1/14,11/1/15,N/A,Telerehabilitation of Working Memory in Children With Periventricular Leukomalacia and Bilateral Cerebral Palsy,"Cerebral Palsy, Leukomalacia, Periventricular",,7/1/15,,Actual,RC1/13-15_1.4,,1.33,20,,Actual,2,1,0,0,2015,,,,,0,0,0
NCT02344693,Other,Not yet recruiting,Observational [Patient Registry],11/1/15,,N/A,Electroencephalography in Patients Resuscitated From Cardiac Arrest,Heart Arrest,,3/1/16,,,237/4 03.12.2012,,0.33,40,,Anticipated,,0,0,0,2015,,,,,0,0,1
NCT02344706,Other,Not yet recruiting,Observational,12/1/15,,N/A,Diagnostic Value of Prehospital EEG in Non-convulsive Status Epilepticus,Status Epilepticus,,2/1/16,,,237/3 03.12.2012,,0.17,30,,Anticipated,,0,0,0,2015,,,,,0,0,1
NCT02349087,Other,Recruiting,Observational,12/1/14,,N/A,EEG in Resuscitated In-hospital Patients,"Death, Sudden, Cardiac, Heart Arrest",,12/1/15,,,KUH507T010,,1,50,,Anticipated,,1,0,0,2015,,,,,0,0,
NCT02349672,Other,Not yet recruiting,Observational,9/1/15,1/1/17,N/A,Clinical Utility of Serum Biomarkers for the Management of Neonatal Hypoxic Ischemic Encephalopathy (Control Levels),"Brain Diseases, Brain Ischemia, Hypoxia-Ischemia, Brain, Ischemia",,1/1/16,,Anticipated,IRB201400671,,0.33,50,,Anticipated,,1,0,0,2015,,,,,0,0,0
NCT02351115,Industry,Recruiting,Interventional,1/1/15,12/1/15,Phase 2,Staccatoå¨ Alprazolam and EEG Photoparoxysmal Response,Epilepsy,Alprazolam,12/1/15,,Anticipated,AMDC-002-202,,0.92,6,,Anticipated,5,3,0,0,2015,,,,1,1,0,
NCT02351947,Other,"Active, not recruiting",Interventional,1/1/10,1/1/17,N/A,Structural and Functional Brain Changes in Response to Post-Stroke Rehabilitation,Stroke,,1/1/17,,Anticipated,B6636W,,7.01,24,,Anticipated,2,1,0,0,2015,,,,,0,0,0
NCT02352142,Other,Recruiting,Interventional,1/1/15,6/1/17,N/A,Family Nurture Intervention in the CHoNJ NICU,Premature Birth,,6/1/16,,Anticipated,AAAN6850,,1.42,145,,Anticipated,3,2,0,0,2015,,,,,0,0,0
NCT02354469,Other,Recruiting,Observational,8/1/15,8/1/20,N/A,The Effects of Head Trauma on Collegiate Athletes,"Brain Concussion, Brain Injuries",,8/1/18,,Anticipated,IRB-P00016469,,3,250,,Anticipated,,1,0,0,2015,,,,,0,0,0
NCT02358941,Other,Recruiting,Interventional,12/1/13,11/1/16,N/A,Neurofeedback and Computerized Cognitive Training in Different Settings for Children and Adolescents With ADHD,"Attention Deficit Disorder with Hyperactivity, Hyperkinesis",,10/1/16,,Anticipated,SNF: 320030_149411/1,,2.84,80,,Anticipated,2,1,0,0,2014,,,,,0,0,0
NCT02360228,NIH,Recruiting,Interventional,5/1/15,8/1/18,N/A,STimulation to Improve Auditory haLLucinations,"Hallucinations, Psychotic Disorders, Schizophrenia",,12/1/17,,Anticipated,14-3285,,2.59,60,,Anticipated,3,1,0,0,2015,,,,,0,0,1
NCT02362191,Other,Enrolling by invitation,Interventional,3/1/15,12/1/16,N/A,Targeting Inter-Hemispheric Alpha Coherence With tACS To Treat PMDD,,,12/1/16,,Anticipated,14-0600,,1.76,20,,Anticipated,2,0,0,0,2014,,,,,0,0,0
NCT02362542,Other,Completed,Interventional,2/1/15,,N/A,Effect of Transcranial Direct Current Stimulation (tDCS) on Appetite Control Related Brain Regions,,,10/1/15,,,2014-02-014,,0.66,15,,Actual,2,1,0,0,2015,,,,,0,0,
NCT02362633,Other,Completed,Interventional,2/1/15,,N/A,Effect of Long-term Transcranial Direct Current Stimulation (tDCS) on Appetite Control Related Brain Regions,,,10/1/15,,,2014-07-018,,0.66,27,,Actual,2,1,0,0,2015,,,,,0,0,
NCT02366611,Other,Enrolling by invitation,Interventional,11/1/14,,N/A,Pain Control Using Neuromodulation in Patients Undergoing Definitive Chemoradiotherapy for Head and Neck Cancer,Head and Neck Neoplasms,,6/1/16,,,U036889,,1.58,40,,Anticipated,2,0,0,0,2015,,,,,0,0,0
NCT02366754,Other,Recruiting,Interventional,2/1/16,9/1/17,N/A,rTMS: A Treatment to Restore Function After Severe TBI,Brain Injuries,,5/1/17,,Anticipated,CDMRP-PT130274,,1.25,58,,Anticipated,2,2,0,0,2015,,,,1,1,0,1
NCT02367755,Other,Recruiting,Interventional,8/1/13,12/1/16,Phase 4,Therapeutic Hypothermia With Propofol in Survival and Neurological Prognoses After Cardiac Arrest,"Heart Arrest, Hypothermia","Lorazepam, Propofol",12/1/16,,Anticipated,102060-F_102-FTN12,,3.34,200,,Anticipated,2,1,0,0,2015,,,,,0,0,0
NCT02369822,Other,"Active, not recruiting",Interventional,2/1/15,3/1/16,Phase 2,Trial of Vitamin C as Add on Therapy for Children With Idiopathic Epilepsy,Epilepsy,"Ascorbic Acid, Vitamins",9/1/15,,Anticipated,"Vitamin C, Children, Epilepsy",,0.58,60,,Anticipated,2,1,0,0,2015,,,,,0,0,1
NCT02371200,Other,Recruiting,Interventional,4/1/15,10/1/16,Phase 3,Detecting Generalized Tonic-Clonic Seizures With a Seizure Detection and Warning System in Epilepsy Patients,"Epilepsy, Seizures",,9/1/16,,Anticipated,GTC-1.5-09.2015,,1.42,72,,Anticipated,1,3,0,0,2015,,,,0,1,0,0
NCT02375126,Other,Recruiting,Observational,3/1/14,12/1/16,N/A,Normal Quantitative EEG (qEEG) Dataset,"Carbon Monoxide Poisoning, Poisoning",Antidepressive Agents,12/1/16,,Anticipated,1024985,,2.76,80,,Anticipated,,1,0,0,2015,,,,,0,0,0
NCT02382497,Other,Recruiting,Interventional,7/1/14,6/1/17,N/A,New Treatment Perspectives in Eating Disorders: the Efficacy of Non-invasive Brain-directed Treatment,"Bulimia, Bulimia Nervosa, Disease, Eating Disorders, Anorexia Nervosa, Binge-Eating Disorder",,1/1/17,,Anticipated,763_OPBG_2014,,2.51,160,,Anticipated,4,1,0,0,2015,,,,,0,0,0
NCT02383147,Other,Enrolling by invitation,Interventional,3/1/15,,N/A,Efficacy Study for Development and Use of Neurofeedback-trainings for Patients Suffering From Chronic Tinnitus,Tinnitus,,8/1/16,,,USZ-ORL-KT-001,,1.42,52,,Anticipated,2,1,0,0,2015,,,,,0,0,
NCT02383342,Other,Not yet recruiting,Observational [Patient Registry],3/1/15,3/1/27,N/A,Pain Processing and Chronic Pain in Humans: Exploring Genetic Factors and Biomarkers,Chronic Pain,,3/1/25,,Anticipated,NL26908.091.12,,10.01,10000,,Anticipated,,0,0,0,2015,,,,,0,0,1
NCT02383745,Other,Recruiting,Observational,12/1/14,6/1/16,N/A,EEG in In-hospital Patients With Seizure or Altered Mental State,"Mental Disorders, Seizures, Status Epilepticus",,6/1/16,,Anticipated,KUH507T011,,1.5,50,,Anticipated,,1,0,0,2015,,,,,0,0,
NCT02384720,Industry,Not yet recruiting,Observational,,,Phase 4,Study of Freefol-MCT PKPD in Healthy Volunteers,,,1/1/16,,,Freefol_PKPD_2013,,,60,,Anticipated,,0,0,0,2015,,,,,0,0,
NCT02386605,Other,Not yet recruiting,Interventional,12/1/15,1/1/20,Phase 0,Motivational Negative Symptoms in Schizophrenia: Intervention and Biomarkers,"Psychotic Disorders, Schizophrenia",,6/1/19,,Anticipated,D1851-W,,3.5,100,,Anticipated,2,1,0,0,2015,,,,,0,0,0
NCT02389413,Industry,Recruiting,Interventional,3/1/15,10/1/16,Phase 2,Safety and Tolerability of PQ912 in Subjects With Early Alzheimer's Disease,Alzheimer Disease,,6/1/16,,Anticipated,PBD01071,,1.25,110,,Anticipated,2,16,0,0,2015,,,,,0,0,1
NCT02390999,Industry,Recruiting,Interventional,3/1/13,9/1/16,N/A,Neurological Prognostication of Patients in Therapeutic Hypothermia After Cardiac Arrest,"Heart Arrest, Hypothermia",,8/1/15,,Anticipated,Neuroprognostication in CA,,2.42,100,,Anticipated,2,2,0,0,2015,,,,,0,0,0
NCT02393391,Industry,Not yet recruiting,Interventional,5/1/15,,Phase 2/Phase 3,A Novel Non Invasive Brain Stimulation Based Treatment for Chronic Low Back Pain (CLBP),"Back Pain, Low Back Pain",,5/1/15,,,TASMC-14-SB-600-CTIL,,0,80,,Anticipated,2,0,0,0,2015,,,,,0,0,0
NCT02393950,Industry,"Active, not recruiting",Interventional,3/1/15,2/1/16,Phase 1,"Safety, Tolerability,Pharmacokinetics and Pharmacodynamics of ODM-106 in Healthy Volunteers",,,10/1/15,,Anticipated,3117001,,0.59,16,,Actual,2,1,0,0,2015,,,,0,1,0,1
NCT02394002,Other,Recruiting,Interventional,3/1/15,3/1/17,N/A,SEP Changes During Deep Anesthesia,,Propofol,3/1/16,,Anticipated,2013071151,,1,60,,Anticipated,3,1,0,0,2015,,,,,0,0,
NCT02394639,Industry,Enrolling by invitation,Interventional,4/1/15,9/1/16,N/A,EEG@HOME (Phase 4 of the Project),,,8/1/16,,Anticipated,EC/2015/0140,,1.34,10,,Anticipated,2,2,0,0,2015,,,,,0,0,1
NCT02395276,Other,Not yet recruiting,Interventional,4/1/15,4/1/20,N/A,Hypothermia Therapy in Pediatric Cardiac Intensive Care Unit for Suspected for Brain Injury,"Brain Injuries, Brain Ischemia, Heart Defects, Congenital, Hypothermia",,4/1/17,,Anticipated,SMC-0616-13,,2,75,,Anticipated,3,0,0,0,2015,,,,,0,0,1
NCT02396459,Other,Not yet recruiting,Interventional,7/1/16,12/1/22,Phase 2,Triac Trial II in MCT8 Patients,"Mental Retardation, X-Linked, Muscle Hypotonia, Muscular Atrophy","Chlorpheniramine, phenylpropanolamine drug combination, Guaifenesin, Phenylpropanolamine",7/1/22,,Anticipated,TriacTrial II,,6,30,,Anticipated,1,1,0,0,2015,,,,1,1,0,1
NCT02397161,Other,Not yet recruiting,Interventional,7/1/16,7/1/17,N/A,Mental Attention-neuromuscular Training for Children With Developmental Coordination Disorder,"Ataxia, Motor Skills Disorders",,7/1/17,,Anticipated,17120515,,1,172,,Anticipated,4,1,0,0,2015,,,,,0,0,1
NCT02402153,Industry,Recruiting,Interventional,11/1/14,9/1/16,Phase 0,Evaluation of Hypo-Safe Hypoglycaemia Alarm Device - the Pilot 2 Study - Healthy Subjects,Hypoglycemia,,6/1/16,,Anticipated,Pilot 2_health_v2_August 27th,,1.58,16,,Anticipated,1,1,0,0,2015,,,,,0,0,1
NCT02403817,Other,Recruiting,Interventional,11/1/15,7/1/17,Phase 2,Training Attention and Eye Movement in ASD,"Autistic Disorder, Child Development Disorders, Pervasive, Disease",,1/1/17,,Anticipated,R33MH096967,,1.17,40,,Anticipated,2,1,0,0,2015,,,,,0,0,0
NCT02404181,Other,Recruiting,Observational [Patient Registry],3/1/14,8/1/16,N/A,Validation of a Delirium Monitor,Delirium,,2/1/16,,Anticipated,NL46622.041.13,,1.92,154,,Anticipated,,1,0,0,2015,,,,,0,0,1
NCT02404857,Other,Completed,Interventional,1/1/15,10/1/15,N/A,BCI Post-stroke Neurorehabilitation,Stroke,,10/1/15,,Actual,9431,,0.75,20,,Actual,1,1,0,0,2015,,,,,0,0,0
NCT02407288,Other,Recruiting,Interventional,3/1/15,6/1/18,Phase 3,tDCS as an add-on Treatment in SSRI-resistant OCD,"Compulsive Behavior, Compulsive Personality Disorder, Obsessive-Compulsive Disorder",,6/1/18,,Anticipated,CSR G01,,3.25,46,,Anticipated,2,1,0,0,2015,,,,1,1,0,0
NCT02407496,Industry,Completed,Observational,6/1/14,9/1/15,N/A,Neurophysiological Attention Test (NAT) for Objective Assessment of Attention Deficit Hyperactivity Disorder (ADHD),"Attention Deficit Disorder with Hyperactivity, Hyperkinesis",,7/1/15,,Actual,TNI-NAT-1,,1.08,80,,Actual,,1,0,0,2015,,,,,0,0,0
NCT02408627,Industry,Enrolling by invitation,Interventional,1/1/15,9/1/16,N/A,"EEG@HOME (Phase 3a of the Project, Comparison of EEG-recordings)",,,8/1/16,,Anticipated,EC/2014/1283,,1.58,5,,Anticipated,3,1,0,0,2015,,,,,0,0,1
NCT02408653,Industry,Completed,Interventional,4/1/14,12/1/14,N/A,EEG@HOME (Phase 2 of the Project),,,9/1/14,,Actual,EC/2014/0319(2),,0.42,4,,Actual,3,1,0,0,2015,,,,,0,0,1
NCT02408666,Industry,Completed,Interventional,4/1/14,12/1/14,N/A,EEG@HOME (Phase 1 of the Project),,,10/1/14,,Actual,EC/2014/0319,,0.5,20,,Actual,1,1,0,0,2015,,,,,0,0,1
NCT02409069,Other,Recruiting,Interventional,3/1/15,9/1/16,N/A,Influence of Non-invasive Neurostimulation (Transcutaneous Vagus Nerve Stimulation) on 1. the Noradrenergic Release in the Brain and 2. a Neuropsychological Memory Task,,,8/1/16,,Anticipated,EC/2014/0249,,1.42,20,,Anticipated,3,1,0,0,2015,,,,,0,0,1
NCT02409862,Other,Not yet recruiting,Interventional,10/1/16,3/1/17,N/A,Faces: Choices Study,,Oxytocin,3/1/17,,Anticipated,39-2013 SubStudy,,0.41,24,,Anticipated,2,1,0,0,2015,,,,1,1,0,0
NCT02410889,Other,Recruiting,Observational,1/1/07,,N/A,EEG-fMRI: Towards a Useful Clinical Tool in Epilepsy,Epilepsy,,1/1/16,,,RG_06-167,,9.01,50,,Anticipated,,1,0,0,2015,,,,,0,0,
NCT02413177,Other,Enrolling by invitation,Interventional,4/1/15,10/1/18,N/A,Augmenting Mindfulness Training Through Experience-driven Neurofeedback,,,6/1/18,,Anticipated,AT007922,,3.17,120,,Anticipated,2,1,0,0,2015,,,,,0,0,1
NCT02415166,Other,Recruiting,Interventional,7/1/15,5/1/18,N/A,Influenza Challenge in Mood Disorders,"Depression, Depressive Disorder, Depressive Disorder, Major, Mood Disorders",,5/1/18,,Anticipated,LIBR # 2015-001-00,,2.84,80,,Anticipated,4,1,0,0,2015,,,,,0,0,0
NCT02415686,Other,Recruiting,Observational,6/1/15,8/1/17,N/A,Cardiac Arrhythmias in Dravet Syndrome,"Arrhythmias, Cardiac",,8/1/17,,Anticipated,NL48765.058.15,,2.17,60,,Anticipated,,3,0,0,2015,,,,,0,0,0
NCT02417454,Industry,"Active, not recruiting",Interventional,9/1/15,4/1/16,Phase 3,Study on the Effects of a Probiotic on Autonomic and Psychological Stress,"Stress, Psychological",,4/1/16,,Anticipated,20000229,,0.58,128,,Anticipated,2,1,0,0,2015,,,,1,1,0,0
NCT02417558,Industry,Enrolling by invitation,Interventional,2/1/15,12/1/18,N/A,Cognitive/Physical Computer-Game Blended Training With Personalized Brain Network Activation Technology for the Elderly,"Cognition Disorders, Mild Cognitive Impairment",,9/1/18,,Anticipated,84171-B,,3.58,800,,Anticipated,5,0,0,0,2015,,,,,0,0,0
NCT02421744,Other,Recruiting,Interventional,3/1/15,12/1/17,Phase 3,A Task-oriented Circuit Training in Multiple Sclerosis,"Multiple Sclerosis, Sclerosis",,3/1/17,,Anticipated,Studio multicentrico TOCT SM,,2,60,,Anticipated,2,2,0,0,2015,,,,,0,0,1
NCT02422576,Industry,Recruiting,Interventional,3/1/15,6/1/17,N/A,Efficacy of Natural Ingredient to Improve the Swallowing Response of Patients With Oropharyngeal Dysphagia,Deglutition Disorders,,12/1/16,,Anticipated,14.13.NRC,,1.76,84,,Anticipated,3,1,0,0,2015,,,,,0,0,0
NCT02424123,Other,Not yet recruiting,Observational,6/1/16,6/1/18,N/A,Is Protein S100B a Predictor of First-to-chronic Seizure Conversion in Adult?,,,6/1/18,,Anticipated,LOCAL/2014/ET-02,,2,75,,Anticipated,,2,0,0,2015,,,,,,,
NCT02424656,Other,Recruiting,Observational,9/1/14,12/1/17,N/A,Alterations in the Brain's Connectome After Severe Traumatic Brain Injury,"Brain Injuries, Consciousness Disorders",,12/1/16,,Anticipated,H-4-2013-186,,2.25,50,,Anticipated,,1,0,0,2015,,,,,0,0,
NCT02424695,Industry,Not yet recruiting,Interventional,6/1/15,7/1/16,Phase 4,"Effects of Gabapentin Enacarbil on Arousals, Heart Rate, Blood Pressure and PLMs in Restless Legs Syndrome","Psychomotor Agitation, Restless Legs Syndrome","Gabapentin, Gamma-Aminobutyric Acid",6/1/16,,Anticipated,XP-IIT-0031,,1,20,,Anticipated,1,1,0,0,2015,,,,1,1,0,0
NCT02426398,Other,Recruiting,Observational,3/1/15,3/1/16,N/A,Developing a New EEG Method for the Early Diagnosis of Dementia,Dementia,,3/1/16,,Anticipated,STH18419,,1,25,,Anticipated,,1,0,0,2015,,,,,0,0,0
NCT02426983,Other,Not yet recruiting,Interventional,4/1/15,4/1/16,Phase 1/Phase 2,Pilot Study Using an NMDA Antagonist to Modulate Transcranial Direct Current Stimulation (tDCS) Effects on Sensory Discrimination,,Dextromethorphan,9/1/15,,Anticipated,2013008,,0.42,12,,Anticipated,4,1,0,0,2015,,,,,0,0,
NCT02427672,Other,Recruiting,Interventional,3/1/15,6/1/17,N/A,The Effect of Prefrontal Cortex Stimulation on Antisocial and Aggressive Behavior,"Aggression, Antisocial Personality Disorder",,6/1/17,,Anticipated,821313,,2.25,80,,Anticipated,2,1,0,0,2015,,,,,0,0,0
NCT02428348,Industry,Enrolling by invitation,Interventional,1/1/15,9/1/16,N/A,"EEG@HOME (Phase 3b of the Project, Interviews)",,,9/1/16,,Anticipated,EC/2014/1283(2),,1.67,10,,Anticipated,1,1,0,0,2015,,,,,0,0,1
NCT02429076,Other,Not yet recruiting,Interventional,6/1/16,,Phase 1/Phase 2,EEG Studies of IV Methylphenidate-Induced Emergence From Anesthesia,,"Anesthetics, Methylphenidate, Propofol, Sevoflurane",7/1/17,,,2015P000566,,1.08,74,,Anticipated,2,0,0,0,2015,,,,1,1,0,0
NCT02429544,Other,Not yet recruiting,Interventional,3/1/16,,N/A,Effects of a Group Residential Retreat on Cancer Outcomes,,,3/1/18,,,2015-0011,,2,74,,Anticipated,3,1,0,0,2015,,,,,0,0,0
NCT02431780,Other,Recruiting,Interventional,3/1/15,12/1/16,N/A,A Multicentre Clinical Investigation of a Decision Support Algorithm for Neonatal Seizure Detection,"Brain Diseases, Central Nervous System Diseases, Nervous System Diseases, Neurologic Manifestations, Seizures",,6/1/16,,Anticipated,GB01/14UCC,,1.25,166,,Anticipated,2,8,0,0,2015,,,,,0,0,0
NCT02432066,Other,Not yet recruiting,Interventional,7/1/16,8/1/17,Phase 2,Effects of GTS-21 on Smoking Behavior and Neurocognitive Functions,Tobacco Use Disorder,"3-(2,4-dimethoxybenzylidene)anabaseine",7/1/17,,Anticipated,Nixon2015,,1,54,,Anticipated,2,1,0,0,2015,,,,1,1,0,0
NCT02432521,Other,Recruiting,Observational,3/1/15,8/1/16,N/A,Predictors of Treatment Response of Motor Sequels After a Stroke,Stroke,,8/1/16,,Anticipated,35583814.1.0000.0068_CAAE,,1.42,42,,Anticipated,,1,0,0,2015,,,,,0,0,1
NCT02432989,Other,Not yet recruiting,Interventional,4/1/15,6/1/16,N/A,Establishing Early Exercise Interventions in Concussion Recovery,Brain Concussion,,6/1/16,,Anticipated,H15-00307,,1.17,20,,Anticipated,2,2,0,0,2015,,,,,0,0,0
NCT02433600,Industry,Recruiting,Interventional,8/1/15,4/1/18,N/A,The Effect of Feeding Infant Formula With Enriched Protein Fractions in the US,,,3/1/18,,Anticipated,6035,,2.58,247,,Anticipated,2,1,0,0,2015,,,,,0,0,0
NCT02434224,Other,Recruiting,Interventional,1/1/15,12/1/20,N/A,Creative Music Therapy for Premature Infants,,,12/1/16,,Anticipated,2014-0655,,1.92,60,,Anticipated,2,1,0,0,2015,,,,,0,0,0
NCT02436616,Industry,Recruiting,Observational,1/1/13,12/1/15,N/A,"microEEG for Neonatal Apnea, Bradycardia and Desaturation","Apnea, Bradycardia, Premature Birth",,12/1/15,,Anticipated,307016-7,,2.92,50,,Anticipated,,2,0,0,2015,,,,0,1,0,1
NCT02443558,Other,Not yet recruiting,Interventional,7/1/16,7/1/18,N/A,Brainwave Control of a Wearable Robotic Arm for Rehabilitation and Neurophysiological Study in Cervical Spine Injury,Spinal Cord Injuries,,7/1/17,,Anticipated,90886,,1,30,,Anticipated,4,0,0,0,2015,,,,,0,0,0
NCT02445417,,Recruiting,Observational,5/1/15,11/1/18,N/A,Brain Activity During Birth for Prediction of Newborns at Risk for Brain Injury,"Asphyxia Neonatorum, Brain Diseases, Brain Injuries",,11/1/17,,Anticipated,Transition,,,60,,Anticipated,,,,,,,,,,0,0,0
NCT02445625,Other,Enrolling by invitation,Interventional,5/1/15,4/1/17,N/A,BCI (Brain Computer Interface) Intervention in Autism,"Child Development Disorders, Pervasive",,4/1/17,,Anticipated,IBILI-VB-2015-01,,1.92,16,,Anticipated,1,0,0,0,2015,,,,,0,0,0
NCT02450240,Other,Recruiting,Observational,1/1/15,1/1/21,N/A,Latent Structure of Multi-level Assessments and Predictors of Outcomes in Psychiatric Disorders,"Disease, Eating Disorders, Mental Disorders",,1/1/20,,Anticipated,2014-002,,5,1200,,Anticipated,,1,0,0,2015,,,,,0,0,0
NCT02451371,Other,Not yet recruiting,Interventional,9/1/15,,Phase 1/Phase 2,Treatment of Refractory Auditory Verbal Hallucinations With tDCS in Schizophrenia,"Hallucinations, Schizophrenia",,2/1/16,,,1501-022-638,,0.42,10,,Anticipated,1,1,0,0,2015,,,,,0,0,1
NCT02451618,Other,Recruiting,Observational,5/1/15,11/1/18,N/A,Novel Epidermal Recording and Detection of Seizures,"Brain Diseases, Seizures",,11/1/17,,Anticipated,Epidermal Electronics,,2.51,60,,Anticipated,,1,0,0,2015,,,,,0,0,0
NCT02452541,Other,Recruiting,Interventional,4/1/13,9/1/17,N/A,TBI-Prognosis Multicenter Prospective Study,Brain Injuries,,9/1/16,,Anticipated,PEJ-679,,3.42,315,,Anticipated,1,17,0,0,2015,,,,,0,0,0
NCT02453906,Other,Recruiting,Interventional,5/1/15,10/1/15,N/A,XNKQ Acupuncture Compared to Control Interventions Measured With EEG and fMRI,,,10/1/15,,Anticipated,XNKQ-15,,0.42,24,,Anticipated,1,1,0,0,2015,,,,,0,0,0
NCT02458820,NIH,Recruiting,Interventional,6/1/15,6/1/17,N/A,Prompt Diagnosis and Treatment of Subclinical Seizures After Cardiac Arrest,"Heart Arrest, Seizures",,6/1/17,,Anticipated,14-011635,,2,80,,Anticipated,2,1,0,0,2015,,,,0,1,0,0
NCT02459340,Other,Recruiting,Interventional,6/1/15,12/1/17,N/A,"Emotional and Cognitive Self-regulation, an EEG Study","Stress Disorders, Traumatic, Borderline Personality Disorder, Conversion Disorder, Disease, Dissociative Disorders, Multiple Personality Disorder, Personality Disorders, Stress Disorders, Post-Traumatic",,12/1/17,,Anticipated,CLUZH-1,,2.5,175,,Anticipated,2,1,0,0,2015,,,,,0,0,0
NCT02460484,Industry,Recruiting,Interventional,4/1/15,6/1/19,Phase 1/Phase 2,Safety of Autologous Human Umbilical Cord Blood Treatment for Perinatal Arterial Ischemic Stroke,Stroke,,6/1/18,,Anticipated,443002,,3.17,10,,Anticipated,1,1,0,0,2015,,,,1,1,0,1
NCT02460965,Other,Recruiting,Observational,11/1/13,12/1/16,N/A,Understanding Hallucinations (Part II),Hallucinations,,11/1/16,,Anticipated,UH-2,,3,240,,Anticipated,,1,0,0,2014,,,,,0,0,1
NCT02462551,,Recruiting,Interventional,9/1/13,12/1/16,N/A,Focal Electrically Administered Seizure Therapy for the Treatment of Depression,"Depression, Depressive Disorder, Depressive Disorder, Treatment-Resistant",,10/1/16,,Anticipated,21024/ PSY.ZN.03,,,30,,Anticipated,1,,,,,,,,1,1,0,0
NCT02465034,Other,Recruiting,Interventional,5/1/15,5/1/17,N/A,Noninvasive Brain Stimulation to Evaluate Neural Plasticity After Stroke,Stroke,,5/1/17,,Anticipated,IRB00081268,,2,75,,Anticipated,2,2,0,0,2015,,,,,0,0,0
NCT02465970,Other,Recruiting,Interventional,11/1/15,12/1/17,Phase 2,Effects of Transcranial Direct Current Stimulation (TDCS) in Drug-resistant Partial Epilepsy,"Epilepsies, Partial, Epilepsy",,6/1/17,,Anticipated,35RC14_9808,,1.58,12,,Anticipated,2,1,0,0,2015,,,,,0,0,0
NCT02468765,Other,Recruiting,Observational,5/1/15,1/1/16,N/A,Depression and Facial Identity Recognition Abilities in Patients With Multiple Sclerosis,"Depression, Depressive Disorder, Multiple Sclerosis, Sclerosis",,10/1/15,,Anticipated,RC-P0040,,0.42,90,,Anticipated,,1,0,0,2015,,,,,0,0,0
NCT02468856,,Not yet recruiting,Interventional,6/1/16,12/1/16,Phase 4,Effect of Armodafinil on Simulated Driving,,"Armodafinil, Modafinil",12/1/16,,Anticipated,IRB201500170,,,10,,Anticipated,2,,,,,,,,0,1,0,0
NCT02469844,Other,Recruiting,Observational,10/1/14,,Phase 4,Heart Rate Variability (HRV) Analysis in Patients With Nocturnal Epileptic Seizures,Seizures,,7/1/15,,,STH18174,,0.75,40,,Anticipated,,1,0,0,2015,,,,,0,0,1
NCT02470377,,Recruiting,Interventional,1/1/12,1/1/22,N/A,Transcranial Magnetic Stimulation for Mal de Debarquement Syndrome,"Motion Sickness, Syndrome",,1/1/22,,Anticipated,2012-003-01,,,300,,Anticipated,1,,,,,,,,,0,0,0
NCT02472444,Other,Completed,Observational,1/1/14,1/1/15,N/A,Gustatory Evoked-related Potentials in Humans,,,1/1/15,,Actual,GEP,,1,15,,Actual,,0,0,0,2015,,,,,0,0,0
NCT02473055,Other,Completed,Interventional,1/1/03,5/1/15,N/A,Kangaroo Care and Premature Infant Sleep,Premature Birth,,6/1/08,,Actual,KangarooCareEEG,,5.42,90,,Actual,2,1,0,0,2015,,,,,0,0,1
NCT02477943,Industry,Recruiting,Observational,8/1/15,5/1/16,N/A,Objective Brain Function Assessment of mTBI From Initial Injury to Rehabilitation and Treatment Optimization,Brain Injuries,,3/1/16,,Anticipated,14-Ahead,,0.58,450,,Anticipated,,7,0,0,2015,,,,0,1,0,0
NCT02478307,,Recruiting,Interventional,5/1/15,12/1/19,Phase 1/Phase 2,Coping Skills Training for Living With Chronic Low Back Pain,"Back Pain, Low Back Pain",,5/1/19,,Anticipated,UQueensland,,,63,,Anticipated,3,,,,,,,,,0,0,1
